strain,character_state,character_state_annotation
CP030834.1,0,0 copies
CP021174.1,0,0 copies
CP013722.1,1,1 copies
CP002816.1,0,0 copies
CP019617.1,0,0 copies
CP030809.1,0,0 copies
CP038642.1,0,0 copies
CP041213.1,0,0 copies
FR733646.1,0,0 copies
CP045970.1,0,0 copies
CP028183.1,0,0 copies
CP030808.1,0,0 copies
CP045969.1,0,0 copies
LT985476.1,0,0 copies
CP048401.1,0,0 copies
CP020831.1,0,0 copies
CP002001.1,0,0 copies
CP033737.1,0,0 copies
CP006597.1,0,0 copies
CP020827.1,0,0 copies
CP032671.1,0,0 copies
CP020833.1,0,0 copies
CP020828.1,0,0 copies
CP046361.1,0,0 copies
CP030810.1,0,0 copies
CP002004.1,0,0 copies
FR720325.1,0,0 copies
CP025560.1,0,0 copies
CP027029.1,0,0 copies
CP009242.1,0,0 copies
CP046362.1,0,0 copies
CP006594.1,0,0 copies
CP032669.1,1,1 copies
CP019623.1,0,0 copies
FM211688.1,0,0 copies
CP006591.1,0,0 copies
HG813249.1,0,0 copies
CM003382.1,0,0 copies
